review_id,review_score
52844d80504646db0b746167070b9db0,5
1692078634b63c7f25aa90ee746ec498,5
7df70380ca80dea85f0a7f1f57fa2f87,5
ff722b4c68783a4459a3adb9bb4e1d0d,3
8055e963f26f70c406ca517b2c2848e6,5
7404a400814a04b9776eb50e1ef725d8,5
c2babb5fd0e3e13707274820a7227d25,5
e128c3709dfb7fe87f162f7b34d1cc92,5
ae728c1061bf163b4bd256ad9ee0bb83,1
41926e45719f9b923357ea3bb222195f,5
2dfefb93bf83b269520fd5b13c917c31,5
f195f1c82cc4be5839a1a3a2babf3a50,5
72730619a00e0ecdecf0a4ff862d8996,1
ba3e82857e13ba647e843f5a4ade76c1,4
c5d83c2523ef15209c8faf5133a7bafb,4
5b713e49352337557efe509b2e801183,1
4e18511741b7ba8896f192fae5858e0a,4
ba7e2a294a1c84d89bb8346d5343b74e,5
ad0fb518df54cbb079834b68141941ee,4
deb68e90fe56fe23b61f76e429516f26,5
766fc608e4f2683020fb0a121d9db23e,5
5c37d7ba6ef2f031c34bb4fda3454018,2
e9cb7f668e6443a90158f7f9c90ab0f5,5
83414f98136ce687f7eb69e555b2519c,5
46d8249ea59101c7288936c3e6f155d7,3
346317f9aff540395fe46893611854f8,1
2685a4800004a12ec09d27264ff1915f,5
0dc56be1dabd04c994a0fce5478bb16d,4
c422274e50e900b46fee429016c5458d,3
369d4e59eab6f38a28c5033120180bdd,5
5a27bebda2d497ab1fbc6f425abdc6b8,5
a95d9b8de163612abddc0a2aae1131d5,3
4ada105731802020d66105508076cb49,3
0d4821be98f78d25e14f37ac9d320a84,5
0ea6bcf44daa35a34247b889d2d21c9e,5
3f6d9482c57cdb5fc7012f7b9b5ed4c5,5
a55012f5c7e74353e92986be15d133b6,5
8e42039f9508e0fb21b61262ba2ce672,4
487f8ff16eaf366dc7c01652202048c3,1
d95ffc47f9741048c6872cb8d3ed0e8b,5
072aa82842434b050889c89a33c699a7,3
b47ad9b11251939a7f684c19cf317830,4
ef8ae544c432bb1053ba5990bd0d6227,1
aaab917291fea34988b9a0cb60e0716f,1
3f73914ab5fc1cd68ad6757c93644349,5
e2fd85e5df711bd91e6e96e13c741843,5
076e5ceb849c9ddf05cfb30bf223febb,5
c3dc53293222872c90de63a9dc56902e,1
1f5f1df7e359907eaadcb67e73590c10,5
0f47555e4df6f6e31bb40c6ff7fb6fac,2
033fb23c97ecb11c0548f4763bef5773,5
f7a4aac5a45a3653a0cb7a9c190a6332,4
42ae74a43661be8587b2e2db054179db,5
d8f61c7fcd172785563a65cd65a8cea8,5
4d89dd30fcb3374bb3634e0850bb3ee6,5
1f83ac8151dd375e41ab519523ade3b1,3
79927442ebcbf70b2021e1339bb9a51b,5
ecb87d3794a6b2a32e6d9ebee0b8dee5,5
77a5eb7708ea47c9dd27b268ab56b633,5
14613df954694f243dedeaa2c8a3a5c2,4
5f938e5f5f2e9a75710b54feeb9ea610,1
d7ea05bb4f9c77d606fd90b1a27e317d,1
185cb85ede91009d7a8e685687c037ee,1
0c9b6ca9b3beaf0fd5d621f63844ea01,5
29b897a4c960516960b7dbe2ed0cb99a,3
0beb430df734fb96c4f353165408b439,5
ab296dbde37f94824e4290893c67f917,5
c399eafa15aafaecdd1d9008f5b34ed6,5
db168e3b1bb8b376934b2c5985cb3eda,5
a03362dde282489127b112aeab3d6a82,4
fc58a37818aacbf958eca9d16b4e2e84,5
8ef36616bef00398b6e413c124f436c8,5
2636963d49a40a1d951eb0880fa1d36e,5
57e994485c2ebd293e4fa9cd62e5bb96,3
d83b784ad6ff9896198595107667a60c,5
0ddace107051d27b273578e30c758518,3
9d0f36ac2ecea44727adaa0e0fe064fe,4
0a3157c8e3e2b8b34dadee70c2174ab2,4
59d95e0b5b52d038dc3a022b7c912969,5
ca21ff9bdc64ce15d2be8e09bbc5a115,1
4f38ceccf5f69828f45e871aad65266f,4
a0adf7a439816b22050d6bf433cbbff6,5
93fbbe62dcf6ffac99be013a1c68eb52,5
c40a6b6e0181e5ec0d12cbc2e12c49d3,1
5241fcad10d7b45a1761f1e1e1536faa,5
a0c0cc2cb9e040c3ee6716ed79218fc2,4
d2322bd5a219c030b3c0d7a80fe27b8f,4
785eeef6b986a8606ac04b88a08ba52c,4
2613eaca6e203ad90206bd06e3dc5684,5
5f56971f3f82d508077fc035b7b734e7,3
06f47dacd0575e592bf6a17e922ce6cd,1
d36219dfadc3a5b07ab66670d23915ad,5
5230dc021b8ce3fe53ed728af873a6d1,5
28642ce6250b94cc72bc85960aec6c62,5
4656b8ed41c17f6be05e911e211ecd8f,3
3a3ea86822a881a0e7c2245b37472eb9,5
7c3ac85dbe77e3a5710651ffdf18657c,5
8ef0597f9b1870cf46c81358425f0e24,5
ee4e9d8ae6c7380d34d99f6138b0c542,4
a60dfbe4f5ccf7fb015fd9e3b33930d1,5
6b341682ab39af9fa00d72d7388c903b,3
bde35884f0abc51bddb28eb6fd181084,5
843ed738a1c772f69a83b391cf250932,5
e4f0765c572989acb3d2d17c911ccce4,3
bea8c2d959f0d6da23896d1b37df7b60,5
557ae9c16a8ea3909db2fc5a01bc5151,3
5939898b5d2ac05454b2fe1aeecaad19,5
e75a1e7f0e95d5eb41f6e6fa7c560821,3
33dd28d996a4f17112cdacd7bbded8f8,5
87aa227006eb2fb086f3cbdaaa2fe764,5
715742f4ae2149e82ead981971912530,1
ef73c7836d8a58bb4d03c816b73230ea,3
4140f2b38a5447bb90d453256604d8a3,5
a89a2b0c2014bc49a0f87f1eedb7b269,5
cde97e23deec3aa11e838402378706ee,1
b2f9240b0a16650054680457ad518388,1
3ff8285931cc9b54c9ad22ba78957f63,1
0d7749e6d8cf50d052f7124ac4d0ce68,5
cdc5c81bd9377ccbf9cb95f05648c31b,5
95e5dd3143be96fda1515602b321cd21,5
fdb0e5a14fb6456e28ce7b3b054b8843,3
7914fa319f12631679d1704d7dcd17df,5
deb6f26fd2c11c556bc9245fd9203469,4
6591adaa3a855d13090d5fd151ad96c2,5
3ed2fb4d3cc7862bfa63bc388fe9435f,4
8e9a28e03aec9af5e2c6b84b43745178,5
b04bb28827ffa26870431840b2829f1c,3
3ec66627133a5ddca2ee88a81b95bb13,4
c4a20a1d2d634f814cca9311edd60e99,5
81e7291e2f92b492eb0340f4406c6897,4
eb6d75bedecae7b3dbea11b8530637d8,5
593f9b33c3a4c74e37b7b7c49f0cedc4,5
a36150969fe6bd09ed011dd78aeb0189,1
2c303fb6b2f9c16f324f7deb88e736fe,5
43992f6d75ecc01ddd8c748b9362bc81,1
8b4c14417bccab81710772ecb8b23fd6,1
678e365210564367e0492d100b977f0b,5
3528296df9092b7a7b88bd036e3f8a8e,5
252b934455d29ca8cc070504686ecc52,1
1b76e88159db434a903b2f6ce68e2c6a,5
62643d4b292ce733f36482b980a08ecb,5
b736ff4204044e49e39062584d06fa74,1
c7475b2c4448321756b6136327f1394e,5
e986690c0aab61c59b4e95d9faea5788,5
44cdb9cb9c9f8d6bcea59e0b61b8df6a,5
927eaaaaeebc8579c91927f2d0b40049,5
65b934c20d632fc2df0fd4723464fa78,3
af9e54a155c1248534f1fa60179c6393,5
ea12cd666e65ef6cfc48e7ddd8596833,4
0cffe0e5a8d15b6159dd64768d110521,5
8023f946d9b261cb0ecb604703427917,5
4faa35770cc4dbf5f2725bcebdd1bdc6,5
c239d18d7e310e477d5e7b76b362db1d,1
24972a8c126b024fb6344a60aaebd39f,5
5cc663b86b8e633c513546914eca82d4,2
b3df5ccdfff218d039dd166e3da759f5,2
c11da18223114c483b887b9914045f79,2
ed1abc8df9e01dae7a468e4a5b73fa2b,5
9a1ee0715c046406c61aa17f5c329f58,5
57b95e70db33ca1f983ac8d08df711b5,5
6f885e2fd69412264d9e74e805175d53,1
814105994749e97a5609f7d41c165f6b,5
0185df4755be7045d22b951fba4a4b58,5
b5b0dca838fa6e57dab66388f05c66b1,5
2ac08e70bba7ad45079a8bfc15233952,5
b83ba2a97932a8a661f5bf8eac7642bd,5
a6c58307ee35180cf0dc1d39466db359,5
31a346e6f2cf783b145080e2f4dc6e32,4
68c49ef4957e7d9d5ce406058b4848c3,4
f7eb8792e67d53e01a224bfa9b6802b2,1
dd9696ded8cb3022c952eadcc83432e9,5
036bac7dcf336feff8ee82009a67b01d,5
4940d39efaa50e020312724f6a6e5efa,5
0ab6a11e5c1275beaad02a171286c7ce,5
7bd303edd3865abe8addb98d2a2e6577,5
bb066f2c00dd1116cd31ec9b250b22f0,5
76a2c91e6bf615fe58abe97b55a19ee1,5
176cc048a52801ae90f9284cb9ec83e9,5
cc2b21775364b08a1ee52c1405cef6fa,5
5bf1a70143253c588a56357140b572ce,5
930654bbac6c1f865eed4e39127eac9c,4
11caa17c5966423a2f73ded6a13ad638,5
9648ffe0a9fe06e89225f782dec7f3ef,5
84ae94ac7146889400b0c58f5baa7cde,1
c01eaa86159b994afb4c5eb920993ebc,5
4dd68a0dee5ede8a445f797c46bca436,1
4f535d7213ad272d4f5f1f849de3f441,5
d860fd3252122f7453a5810977446a0b,4
d3026389eec4fc7f7bf2b2dc457ea02c,3
f55ac350831de6694d569e9c0176dacd,1
2b4a570df87cd63b232272dd9dcac0cf,5
3fb929ba2924ff0a47858efb007ceee1,5
4ab6671319156f978e972e2ac2c48ad8,4
d0c2b9d96c387604a96ae43e7126cf9b,4
58b27f28e98acdaec89d736d8ed79dd5,5
d57d9f0b3b394efb178c9a259b2c9149,3
96ee030286f50f61c6d199bdfaa5573d,1
c29578721fec42d32a8df09c414aa4fd,1
6280ca6a9e8c3a56b668ec8c5396caaf,1
2dd29dcf6f552bb7b7f3354586a31f57,5
f27aae43b88771cb9ebc8a6f0ab2f25b,5
b2be7263730fe13fdea91e59192fcdde,4
6df7cacfa6e7a215c43b54c952affd0f,5
bad7323911748aeb242309d5d75d4c3e,4
968989a3b5192c9b9436fe7546acaca4,3
e04acb9c4569e3bae85744ef644a780d,4
dc92cf357f5eb4d61b6a95fed53d17e1,5
382d855ffdd4f5e66594dbfb1566e96f,5
d520ba19c88c06368af568b01eca482a,5
d126b51cf6665c5a873f58a1a8fe0f2e,5
0c0b7bb5202b7fb05e210d55fdc619f1,3
9e325bcfa22c4820da7d4f165c7dd49f,1
06aa3111724159bb69b8568181ec05c4,5
3db041dd46e9935752c691a2093799c2,1
9ad64902b6c9bfad48bbe4d17e4dcb4b,4
f4eccf488aeda6650f7644379669eac8,5
46d55c27e1e3df429c64afc2392b2c6d,5
6aba6ff5d6b3f6762a2ad9a9f1fbdfcf,4
f5eb912253261b8bb2dc5b1a1f4e2f0e,4
56c957e848b3f71bcebd87e12b7883d7,4
8f9aa50ee40780ba3f79614530a34ebe,5
225f4f306d90cbc502d3c781d3015ed2,5
281d81f9c0034f6d75b24191829cc0e2,5
f3f77d01a24ce4da52b6f7e83e71498d,1
2fe0ca8fe19ae1ab68408a1235bbd054,4
b396ba75350276a6cc1993b6627dceea,1
3cd81a2d8505f10a66b5d7b8c4570923,5
5cc650061ffd7b80549a8152c95ae925,5
610a49f3e897c9295111d0a8c0d6e65b,5
f3401a1de0c152923ba58cf7b7d2b84a,2
07234c593ecafa2ed6111b2f8fa8d7f6,3
16d40fdbdc2bb45a08f52621f05467eb,3
2f048bbdf489c642c88fe993d0b0c92c,5
a65ee60874d8595355a95edb176d89a0,5
ef9ef383ff6625e8e118db388ad3420d,3
5e5288d0fcf91a6d5462dd255befb6de,5
9325f9b2fdf236da5f64533a9aa1934f,5
a0a641414ff718ca079b3967ef5c2495,5
5d6f9cddc8335878d8bf20c3bd4602e8,5
f4d74b17cd63ee35efa82cd2567de911,3
3a336941a21a96535c9b70e3d28be499,5
d31fe8f01470eff5b2a3668c9a328913,5
f677a419ee4910ae12bf8cb73dc0d332,3
e3a66aca186a873365204b060e9f4931,5
4677abdc2e2e59f87b19f57edd36c883,1
ed98a33c2179c13c1f50b045cbc517e1,5
72d7f0156c76c07c3dc9f9e04bf543d9,4
2e21bb397364fa799a4a1609fd2e6e3b,5
0b6fafdd0e2584fe9906429c198b2b71,5
3732a0fef379bc411b481ca65c773fa4,3
00390430316d2ec6557b4c9b4213da4e,5
670e12015ba4dca0bc1d220aaf5c19f9,5
b1dc9c0a9dc07b8e5040e6b99bd178b7,5
ecbaf1fce7d2c09bfab46f89065afeaf,5
7cae6dc895e8f5238f2300e103742ce2,2
cd6f089e896732c91671704c7f51790e,4
5e5ae81fbed794a34c7b44744b168a5f,5
af41ee42a3e2dc767023449fda6c12fa,1
2cc511ac46694596bf61ffb6fb37cffd,5
7d6004d7847ccfef51fb4110ea0e7c57,5
cb929ffa8e05eedbe07807f1785c96dc,5
583a79ce422d7528e70e32599dc629b6,5
d28138dcbee5d50ca9dddb812d21ce85,5
8f2351d96356b9690bcf1d67a90946d2,4
51ee9f6af4666ad0580d383972449d76,5
cc4e1115d5c84efa5976f12404569949,5
bc4ece7c3e5388f72210c37b9c3f4aec,4
6efe3259e652cfcdcbb3bd4354685a6b,5
e64d7999244ae8b7f4768a3b5d52a509,5
6a3a1e039166db075645a70276453f9b,5
d790573210817a72d63c85395a9ebab2,5
c5728419249a98ac26289f3959bd1436,5
07b48dbc11677f5021dbefcaba550ed2,5
4f2d420b33665f546c373953c8dfb5fd,1
bfd1c687738141ef5861a1a1269ca855,1
6724babb3b9952660bc345b5f5a4db07,1
c5efc0219f2949a8f81d5e8b39b9ca0c,3
49744899bb4e48b476ae9bf258f85e27,5
50b88e7c4f0429b5286b130ed45df434,5
5442f4e36faa9fd2ed031c645a9d9acf,5
bbaea454f8f4fb35f22b2de3936e4df7,5
adc4fea911985359440efa7be5bae99a,5
830cc72c5691e78c2cde500865e21e65,5
413250ca031f857142bcbc3f27d14532,5
8a310b56e4d05a7786d23986a1a49ae9,4
d44b85fda6987ad606e1b7c62dd481e4,4
6b1de94de0f4bd84dfc4136818242faa,5
5c1ba09de5c746017d406bd2cfefeca3,3
5fb1fed9d3ca845936082614bd07cec2,5
700135724fcdc3170960fd95b8fb5904,4
5d1dc174150fb6b247ffbceb2090f077,4
b54c1776f5955ced2f54c711c665a025,1
264527c876f418e7b43e09f0079942e2,5
b543affbc59262ffd186c14471b19293,5
7509021b9e9ee54c57408792e0a91d5b,5
bce71f23ce115a0ae6d292ffed50b0fc,5
55e8dbe55085ca8c565f00d87dc07777,5
d6c0b888949f0c3f236d67f588913930,4
89ce1bf13facec183ff6e592ff4e305d,5
5cb4c44204ec343a1f49960a6359d29e,5
8dbb6fde7a7415595ef18047707f2f42,3
f4d2c6ed9bebda9d41573e30f3d629b5,1
91283389ca8846dd242990c799a85f5e,5
5159ec80ded330546c2f4a3d23c911d2,5
308400be88a43702db20fbb71b6cff74,4
557d0e6fe3a03460bb041cd5b3f7427d,5
513f392b12d02aef2c303846b4710eb6,4
949127f36b466d3e93a6f3688062cd77,5
0a5c119c75e7f8dd3fff7b6ceaa0520d,5
569b98a8c29163ba9a63e082f88554ad,3
755509047344db65b4c12fe56626765d,1
0e45ed9cb534e20473b8e7e5c6c0ec36,5
341ccd0a62b82793121e9ebdd1eafaf9,1
396ca63a1ddba5ae532c35316166b90f,5
6d1e743b69d68d1864f8cb45e74be0d2,5
0272d07f5d34a8c3d31272e7ff967e7b,3
772d77869ce0505a42077a4429385c9c,1
6abea4c4b1531bbec985bb7d12100084,5
98f60bb6431350ec0e50712d35fe3c42,4
320ae91d4c5cb8164c168fc68392a5fb,1
80d8874af03512892908e3910ca8ed00,4
b8280763df2c00669afb46f1af0ebfa3,5
ff3a1044a7a8dfad3e9c8eae2a39420c,5
6d7d0a5e33c92adf782b137720eeefa6,5
38c98ef587322a45982db574240ce197,4
5f8ed42b9eee8adbd7344caca4ca507e,4
957011305e7a4b6c8a266eeeb8e0316d,4
841be81ef8745f0be793d1f6a2d659e2,3
5e7f729172c3cc27483e4083b4456363,5
142f69554c6042f70a2f2eb188d51647,3
f96d1a466e5ab6e27fdc40c535ce622a,3
a85be88fe0344d5fde7ac7a89d7a3f85,5
25bcaf0f4b36906d045ef18cef5aff7e,4
e5a35475f7efa7f6abac5febba3fb464,5
40b106fc4843b980b73307d279e18126,5
13cf90d76f1ffc624a83f3f9ddd62c36,5
b92b5b1122f1298b87bc7882115db417,1
554f6545765e5c000f1751682dd00158,5
92e62e4f3ea203ac193f3271d85b11ea,5
1d48440f56a4f15d77636aa8fb5ffa91,4
a8775d35b08b1f3a66c4c0e2e7612be3,5
35fabb1fcea11c86ba6dbe8280d8d0de,3
beba9c30bcf506be5ec319079bf4530d,5
5e20ad4da852f44644a83c56fc8cf40c,5
b189da69da7ab9594434aae851c4945e,5
b3683d55b0b00087770fb285993836fc,5
c1e58877b092e29f93d7c069903b2281,5
65ae8d76b828fca356d186b36394a853,5
f922b9d00a755863556181c1a366193d,3
49f6f0bbf53f6d961deefc4d2fb0a6cd,5
d0d5bd829045a78ca12fc12bdcd99fce,4
0cbf25a6f560a835e79fb8d24a5926c9,5
7c43af1205ff01c2b95065b2b02b3343,3
c1fa48f2d7ccf958a2811046e8f40aae,3
1c7ad305ba86c8bd0b6caa163fab2d49,4
03215247632c5bc4a925c524d0a154ec,5
3140a4eb146655fe104d54d385f9e9a0,5
6b15d200f47b4e13b03d237fd0b1894e,5
9072e81ff1f444c1d074eecafb27e15f,3
2b7988978d952d5aa576c37fdbd583fe,4
c25f2dc8ab33facf7a72f76c8a47d75a,5
fa82e03e20dd362ebe83572fc81398c7,4
5c8c7331ba6324416bdfecdb7f3e4255,5
2319bec0c9468e54107a857ba7cd52f7,5
f8499130452fd0f108a9a24454f51c32,1
72093b147d797e6abbdf569bf07bf57f,5
4292f07bf6cb46aa563a430e6d9cf10b,5
7e6becdbaed9bd20e60602d1f8c2b4f9,1
92bacfcc605457584b966d8c77f4176d,5
30408a1ffffab184f8e5d14bccc9a667,5
1545c0d2c381662ba869e91e4c1aaca1,5
a6bc40c95bd18c5647ec3730af377433,5
032cfb72d792d30b6181b482d85f8d1a,5
004580d2657b221e45f84f4169675ecd,5
645e0b533dd83397a07db50af11b3fff,5
bd1c85f148677d00cd672df0d05d473d,5
67c79a3a4b7d8e4fc8590fb8ca4d3f8a,5
36bbb1ae000efabd9bfe4e1923a159ff,4
4af0a1c0b0cf31b528e6cab99baec2af,4
5fdcb2a2c4de7fbbf5715788535f4a96,4
69e5dd2882a9e8cc92609e34aaa923a1,5
8eaebf463e205cdcc126801ca343a33f,2
ff9f8a64551756628d32142775149748,5
9511accce19c18957964cfeaa779761a,5
479fa222f376edce817d980030a0f493,5
90febfe6ab599694729eaba46be1d3ad,5
380884f53f113319198a99516da2ada4,4
572ffee0005ca2a59bf5be1b0c503c23,4
b50001aa0bbd7557c4ad80eee167a2a1,5
5fd2d6fbe0e63511703a80078e938be5,2
f5341e7a7371be7c0730ccb38420f662,5
505a882ba08a689682a4afc6eb4e5965,2
ed2842d0aa7ac6285c7547d17f17da4d,1
b9bc677ac0e014a1c9f2340ea72f17a1,1
9a8d24623d56c13f950247baa73f4c80,1
4ce5d5e8fb0dd288ae6db8af3b2214ab,4
8fa0fe324426c676a8989ec7815a036c,1
bd59d767a308e2a99679da8ddc7cf280,5
4b4f1f1ad3fcac5ed98109ed67b1d072,3
ca5b86a1423e560c086b5a2a06c9f702,5
3bf0ea69585fc6f58724858685a4fdde,5
b34f4a786bf00b7c8486141ba482783b,3
81bd904318b21a7a431fb17333d6d75f,5
81648dc10c6e3f763cdc0dbcd073d055,1
6d5cbd66b8b52a035e44276fdda28797,5
f74dd1cc5d081bff126d062eec26f695,5
9d14b1424ca737608bc50f9d3c1a78bb,3
9ba260ed7e6a228e5e9910e035a70c7f,1
a3d308c5563d93a99c7896bf7ff94e80,4
cf5d3abbc10e5f4de160732fe03432ce,5
3f71ee62eb5acdc9b5121f6d99901583,5
668aad714767396c2b7d949a27913bb7,4
58406c869aee1279738d424c782197dd,5
ddda0fa55fc550a8f14f6ae00652fcf9,5
cf1917bdb6925187eb7886ad0a11e745,4
699b866b71b5ad31f1faa2b1ab4fe1a6,2
aa4ee92c0493c4704770de97f83d8307,4
d2ab760b550d788a438048f6fca52aef,5
73a58bd10f2667a04ee95df0071d5988,1
30a4f0f115950517b46d48046b609bd1,5
f4f8e13b8168880f7b713dccfd735136,5
16e2b94c7b6c1107c0abec3a77ae3afa,5
0a9d200bdef258e70eb48398e1287d6d,5
41b377e06cb52feb5630c3ce360cd8cd,1
34b00aebc110240a17917edaee0349ce,5
992023bbcd993d43bcb2137c30896d36,4
cea53cba54c5c3a5d28db7b0bb013ace,5
557713e818e5930b6357e49ff07d21d1,5
19910e37f2130c56f553edfbdc0c65fb,5
23203fee216a06223e8f613a700b8096,5
4564316d686dc211b70511906d579588,4
1ff86f2ca823caab2e02507d2633081d,1
30aadf8886ca1e6aea4a06c0609a62c8,4
90c97635117ec8ad921c8ea23ec0a4f1,5
179ac76606aa67e8f50238e3bb1d8933,5
d49137ea593f67aa74446503e88aa91d,1
4fa8392da03c452f77faa3f2952fa346,5
d3b4d016ccfc708c50866b550f903b9d,2
1708bf606fae9970482894dabb9e2fa8,5
cbd63dc4f83043f2714e48fe8a83957d,5
142b9ed4c75528fabceb361afe3160ca,5
1c462c305b8c599a6d845d30ecc0b51f,5
c1f198cdce8b992a9cddc3aaba11e689,5
f11d548dc1a7c713bff0b6d2ef0dff7c,5
19074f5809403265fc47263ea93325ee,2
c54629f4fc4dcf65a10efb35322ec769,1
a0f06329e17ec2ed630c056bbdefdb90,5
d10aa47a4914ed4e55ee13dc41198aa6,4
1c6d1543dc13cb2465c63ac5de6cb4d0,1
31b60e2f8f2acfe8f213ca252f1066c1,5
1f836d160f50247a394034abd93b7c24,3
a835f8e62dd58cf9c07678bdd7cfb935,2
d92b28e1533de65ba31b2d6756a72faf,5
b66f1f980a4832698b613bcce72bb779,4
782be3066f784bbc0a5f4f5256172488,1
18bd431e32992cfb5c9411f75b7a9462,5
ed4872517871f01678faaa607b47f542,5
1489ef235189b9e5e1a9d4308bf228bd,1
4e1405f0b0135537af069f2bf26db067,4
26c45530efaca67680b0df712600454a,5
b0ac2d014efe743e181a5e8dc9cfb8ad,3
13b95ae5195e069d47c2b585c8e9b4fa,5
0e5149ccee3f7414ba4d17c13f051259,1
edd86e0af4dc62b340c60d846643cbf9,5
5b6a0d5350fe3036f41d543d06eb7a5b,5
fca9e25ea5a45618c38043d7c5a0d5e7,5
11b7da00e5de667df747bfed746cd44f,5
18abfe82de3995ac67d737ecc8189a31,4
9f47b47620392148a6b42f7e9dc6a0de,5
c374da82d5c67281544168e3cfb22be3,5
bbb937e9c2b62a2205af03e8a7fed42b,2
